Player,Team,AGE,Athletic_Score,final_commercial_score,potential
Shake Milton,LAL,28.0,0.3795278440723085,0.0,0.994838627
Ajay Mitchell,OKC,23.0,0.3774639309057197,0.0,1.001148618
Dwight Powell,DAL,33.0,0.3768012440266551,0.0,0.988061829
Landry Shamet,NYK,28.0,0.3753036989498254,0.0,0.994838627
Josh Okogie,HOU,26.0,0.3748164406569236,0.0,0.997382867
Orlando Robinson,ORL,24.0,0.3736176453857203,0.0,0.999893768
Caleb Houstan,ATL,22.0,0.3731447599225211,0.0,1.002409382
Svi Mykhailiuk,UTA,28.0,0.3721187517941479,0.0,0.994838627
Lindy Waters III,SAS,27.0,0.3715679253552589,0.0,0.996117333
Malcolm Brogdon,WAS,32.0,0.3713226238887302,0.0,0.989487603
Lonzo Ball,CLE,27.0,0.3712105951653278,0.000378541,0.996117333
Jared McCain,PHI,21.0,0.3706415071727803,0.002159712,1.003680877
Jalen Pickett,DEN,25.0,0.3684257627494696,0.0,0.998640092
Karlo Matković,NOP,24.0,0.3678392077152067,0.0,0.999893768
Garrison Mathews,IND,28.0,0.3676899803356221,0.0,0.994838627
Cory Joseph,ORL,33.0,0.3656813666618435,0.0,0.988061829
Jae'Sean Tate,HOU,29.0,0.3645789451373126,0.0,0.99354172
Caleb Martin,DAL,29.0,0.3620827574480382,0.0,0.99354172
Jaylon Tyson,CLE,22.0,0.3610222016688806,0.000231612,1.002409382
Andre Drummond,PHI,31.0,0.3609983743423893,0.000117338,0.990871967
Collin Gillespie,PHX,26.0,0.3597383206369343,0.0,0.997382867
Mouhamed Gueye,ATL,22.0,0.3585762337478336,0.0,1.002409382
Craig Porter Jr.,CLE,25.0,0.3585464269936132,0.0,0.998640092
Jordan Walsh,BOS,21.0,0.3584955302055098,0.000823894,1.003680877
Dillon Jones,OKC,23.0,0.3565059454397093,0.0,1.001148618
Justin Edwards,PHI,21.0,0.3553405668189219,0.0,1.003680877
Luka Garza,BOS,26.0,0.3544666575419412,5.28e-05,0.997382867
Herbert Jones,NOP,26.0,0.3543485355024203,0.0,0.997382867
Rob Dillingham,MIN,20.0,0.3510859572295219,0.0,1.004968062
Jock Landale,MEM,29.0,0.3500948310244198,0.0,0.99354172
Zeke Nnaji,DEN,24.0,0.3498641368031477,0.0,0.999893768
Bruce Brown,DEN,28.0,0.3496025178088847,0.0,0.994838627
Richaun Holmes,WAS,31.0,0.3490012815039238,0.0,0.990871967
Antonio Reeves,CHA,24.0,0.3485769531549147,0.0,0.999893768
KJ Martin,UTA,24.0,0.3480727848032545,0.0,0.999893768
DaQuan Jeffries,CHA,27.0,0.3475550282515525,0.0,0.996117333
Brandon Williams,DAL,25.0,0.347168723794138,0.0,0.998640092
Bol Bol,PHX,25.0,0.3470158523280836,0.0,0.998640092
Jeff Dowtin Jr.,PHI,28.0,0.3427114944543681,0.0,0.994838627
Jordan McLaughlin,SAS,29.0,0.3401540971694082,0.0,0.99354172
Johnny Furphy,IND,20.0,0.3381456718910614,0.000288296,1.004968062
Josh Minott,BOS,22.0,0.3376737260681679,0.0,1.002409382
Malaki Branham,WAS,22.0,0.3375724001553298,0.0,1.002409382
Jarred Vanderbilt,LAL,26.0,0.3369818700690472,0.0,0.997382867
Tristan Vukcevic,WAS,22.0,0.3368028599542674,0.0,1.002409382
Vince Williams Jr.,MEM,24.0,0.3365304933150452,0.0,0.999893768
Olivier-Maxence Prosper,MEM,22.0,0.3351916020834428,0.0,1.002409382
Eric Gordon,PHI,36.0,0.3345747655572587,0.0,0.983462065
Gary Harris,MIL,30.0,0.3340486904493148,0.0,0.992221356
Duop Reath,POR,29.0,0.3328380236193464,0.0,0.99354172
Kai Jones,DAL,24.0,0.3315587536570444,0.0,0.999893768
Jordan Goodwin,PHX,26.0,0.3313692625268933,0.0,0.997382867
John Konchar,MEM,29.0,0.3311305751498829,0.0,0.99354172
Daniel Theis,NOP,33.0,0.3306819680039773,0.0,0.988061829
Pat Connaughton,CHA,32.0,0.3304601612172316,0.0,0.989487603
Tosan Evbuomwan,NYK,24.0,0.3302332890699256,0.0,0.999893768
A.J. Lawson,TOR,24.0,0.3280410544917826,0.0,0.999893768
Anthony Gill,WAS,32.0,0.327371381622611,0.0,0.989487603
De'Anthony Melton,GSW,27.0,0.326139298069039,0.0,0.996117333
Devin Carter,SAC,23.0,0.3249924847057502,0.0,1.001148618
Micah Potter,IND,27.0,0.3234176769667957,0.0,0.996117333
Jaylen Clark,MIN,23.0,0.3214355892785579,0.0,1.001148618
Lonnie Walker IV,PHI,26.0,0.3202176547985692,0.0,0.997382867
Jevon Carter,CHI,29.0,0.3196867097656432,0.0,0.99354172
Jericho Sims,MIL,26.0,0.3182624200211182,0.0,0.997382867
Kevin Love,UTA,36.0,0.3176140248856464,0.0,0.983462065
Rayan Rupert,POR,21.0,0.3175181943533219,0.0,1.003680877
Dominick Barlow,PHI,22.0,0.3171360853314568,0.0,1.002409382
Marvin Bagley III,WAS,26.0,0.3154906473201977,0.0,0.997382867
KJ Simpson,CHA,22.0,0.3151607489281667,0.0,1.002409382
Grant Williams,CHA,26.0,0.3149793690058834,0.0,0.997382867
Ousmane Dieng,OKC,22.0,0.3148755102891577,0.0,1.002409382
Colby Jones,DET,23.0,0.3145705455128617,0.0,1.001148618
Jaden Springer,UTA,22.0,0.3142325736473785,0.0,1.002409382
Delon Wright,NYK,33.0,0.3134479291204828,0.0,0.988061829
GG Jackson,MEM,20.0,0.3130077223404299,0.0,1.004968062
Tyler Kolek,NYK,24.0,0.3126558429201243,0.000335757,0.999893768
Hunter Tyson,DEN,25.0,0.31161784107167,0.0,0.998640092
Quenton Jackson,IND,26.0,0.3094494368283741,0.0,0.997382867
Jordan Miller,LAC,25.0,0.3094062098767358,0.0,0.998640092
Tre Mann,CHA,24.0,0.3093844723663707,0.000172644,0.999893768
Oscar Tshiebwe,UTA,25.0,0.3077976932509801,0.0,0.998640092
Cody Williams,UTA,20.0,0.307788288952499,0.0,1.004968062
Pat Spencer,GSW,28.0,0.3064931000274329,0.0,0.994838627
Kessler Edwards,DAL,24.0,0.3061813449532502,0.0,0.999893768
Branden Carlson,OKC,26.0,0.3061454191065559,0.0,0.997382867
Danté Exum,DAL,29.0,0.305686647527306,0.0,0.99354172
Charles Bassey,MEM,24.0,0.3039955637131856,0.0,0.999893768
Larry Nance Jr.,CLE,32.0,0.3015825034399956,0.0,0.989487603
Bones Hyland,MIN,24.0,0.3008940197169614,0.0,0.999893768
Jamal Cain,ORL,26.0,0.3008697370551603,0.0,0.997382867
Drew Timme,LAL,24.0,0.2997995555714803,0.0,0.999893768
Mo Bamba,TOR,27.0,0.2979902856824277,0.0,0.996117333
AJ Johnson,WAS,20.0,0.2964746028489394,0.0,1.004968062
Robert Williams III,POR,27.0,0.2962596652837914,0.0,0.996117333
Christian Koloko,ATL,25.0,0.2960185475063946,0.0,0.998640092
Keaton Wallace,ATL,26.0,0.2950454841551733,0.0,0.997382867
Cam Spencer,MEM,25.0,0.2936057149464978,0.0,0.998640092
Doug McDermott,SAC,33.0,0.2931963050621379,0.0,0.988061829
Kyle Lowry,PHI,39.0,0.293042621462994,0.0,0.97818467
Jared Rhoden,TOR,25.0,0.2925405388509852,0.0,0.998640092
Alex Len,LAL,32.0,0.2921999343130964,0.0,0.989487603
Isaac Jones,DET,24.0,0.2918985059929305,0.0,0.999893768
Mitchell Robinson,NYK,27.0,0.2918337111601944,5.1e-06,0.996117333
Maxi Kleber,LAL,33.0,0.2915819329724498,0.0,0.988061829
David Roddy,HOU,24.0,0.2907513006861255,0.0,0.999893768
Bismack Biyombo,SAS,32.0,0.2897569918759843,0.0,0.989487603
Adam Flagler,OKC,25.0,0.2885850617474019,0.0,0.998640092
MarJon Beauchamp,NYK,24.0,0.2880405847579476,0.0,0.999893768
Trevelin Queen,ORL,28.0,0.287825567935743,0.0,0.994838627
Trey Jemison III,NYK,25.0,0.2867191659189851,0.0,0.998640092
Tolu Smith,DET,24.0,0.285261573424069,0.0,0.999893768
Matisse Thybulle,POR,28.0,0.2827762817687337,0.0,0.994838627
Baylor Scheierman,BOS,24.0,0.2824256168379627,0.0,0.999893768
Terrence Shannon Jr.,MIN,24.0,0.2801929075352825,0.0,0.999893768
Wendell Moore Jr.,DET,23.0,0.2799060555562536,0.0,1.001148618
Tristan Thompson,CLE,34.0,0.2790340026158565,0.0,0.98658762
Reggie Jackson,PHI,35.0,0.2775102099236006,0.0,0.985057235
Colin Castleton,TOR,25.0,0.2749314522741723,0.0,0.998640092
Jeff Green,HOU,38.0,0.2745372753575533,0.0,0.980037475
Reece Beekman,BKN,23.0,0.2725865600085404,0.0,1.001148618
Johnny Davis,WAS,23.0,0.2705809595163261,0.0,1.001148618
Elfrid Payton,NOP,31.0,0.270482066896928,0.0,0.990871967
Cam Reddish,LAL,25.0,0.269546661442093,0.0,0.998640092
Kobe Brown,LAC,25.0,0.2693619549947216,0.0,0.998640092
Taj Gibson,CHA,40.0,0.2677853907275145,0.0,0.976219711
Isaiah Wong,CHA,24.0,0.2659168397127939,0.0,0.999893768
Damion Lee,PHX,32.0,0.2634575478632376,0.0,0.989487603
Keion Brooks Jr.,NOP,24.0,0.2630127926351392,0.0,0.999893768
Lamar Stevens,MEM,27.0,0.2612812128853894,0.0,0.996117333
Killian Hayes,BKN,23.0,0.2608059664204118,0.0,1.001148618
Patty Mills,LAC,36.0,0.2597229560317957,0.0,0.983462065
Tyler Smith,MIL,20.0,0.2588379594027385,0.0,1.004968062
Marcus Bagley,PHI,23.0,0.2569716276846064,0.0,1.001148618
Maxwell Lewis,BKN,22.0,0.2557117410273416,0.0,1.002409382
Alex Reese,PHI,26.0,0.2552898973982259,0.0,0.997382867
Torrey Craig,BOS,34.0,0.2545182640175711,0.0,0.98658762
Isaiah Jackson,IND,23.0,0.2527753879521909,0.0,1.001148618
Markelle Fultz,SAC,27.0,0.2526246908076863,0.0,0.996117333
Drew Peterson,CHA,25.0,0.2517497893960495,0.0,0.998640092
Patrick Baldwin Jr.,LAC,22.0,0.2515599542232173,0.0,1.002409382
Xavier Tillman,BOS,26.0,0.2512955534209092,0.0,0.997382867
Yuki Kawamura,MEM,24.0,0.2512133682535211,0.0,0.999893768
Dariq Whitehead,BKN,20.0,0.2502413476165645,0.0,1.004968062
Damion Baugh,CHA,24.0,0.2495424597072624,0.0,0.999893768
Lester Quinones,NOP,24.0,0.248048226407023,0.0,0.999893768
Nate Williams,HOU,26.0,0.2477673453119047,0.0,0.997382867
Jalen Hood-Schifino,PHI,22.0,0.2470995040221089,0.0,1.002409382
Dru Smith,MIA,27.0,0.2455515938816687,0.0,0.996117333
Moses Brown,DAL,25.0,0.2429937329875648,0.0,0.998640092
Oshae Brissett,PHI,27.0,0.2414098895011351,0.0,0.996117333
Bronny James,LAL,20.0,0.2401557658155709,0.0,1.004968062
Cole Swider,TOR,26.0,0.2390376108009868,0.0,0.997382867
Nae'Qwan Tomlin,CLE,24.0,0.2389755673678242,0.0,0.999893768
Chuma Okeke,CLE,26.0,0.2378233771278624,0.0,0.997382867
N'Faly Dante,ATL,23.0,0.2374175040721943,0.0,1.001148618
Tony Bradley,IND,27.0,0.2370099288359983,0.0,0.996117333
JT Thor,WAS,22.0,0.2353868693351063,0.0,1.002409382
Kevin Knox II,GSW,25.0,0.2332159504989255,0.0,0.998640092
Dario Šarić,SAC,31.0,0.2329337397754855,0.0,0.990871967
Ron Harper Jr.,BOS,25.0,0.2316186748632323,0.0,0.998640092
Bruno Fernando,TOR,26.0,0.2311548161764549,0.0,0.997382867
Trey Alexander,NOP,22.0,0.2296194816381441,0.0,1.002409382
Garrett Temple,TOR,39.0,0.2281595735743793,0.0,0.97818467
PJ Hall,CHA,23.0,0.2247757925506195,0.0,1.001148618
Elijah Harkless,UTA,25.0,0.2242467402198486,0.0,0.998640092
Chris Livingston,CLE,21.0,0.2232518201771206,0.0,1.003680877
Keshad Johnson,MIA,24.0,0.2225930994492049,0.0,0.999893768
Daeqwon Plowden,ATL,26.0,0.2209201512517806,0.0,0.997382867
Enrique Freeman,IND,24.0,0.2205616902132379,0.0,0.999893768
Tyson Etienne,BKN,25.0,0.2205401174136873,0.0,0.998640092
Markieff Morris,LAL,35.0,0.2200291235084261,0.0,0.985057235
Sidy Cissoko,POR,21.0,0.2196194166504513,0.0,1.003680877
Josh Christopher,MIA,23.0,0.218297263529836,0.0,1.001148618
Marcus Garrett,CHA,26.0,0.2176852505774923,0.0,0.997382867
Jazian Gortman,DAL,22.0,0.2175422398653353,0.0,1.002409382
Jaylen Martin,WAS,21.0,0.2170848936434595,0.0,1.003680877
Joe Ingles,MIN,37.0,0.2167993867602194,0.0,0.981792453
Ariel Hukporti,NYK,23.0,0.2167931041074911,0.0,1.001148618
Alex Ducas,OKC,24.0,0.2163932601539572,0.0,0.999893768
Spencer Jones,DEN,24.0,0.2154560124510076,0.0,0.999893768
Leonard Miller,MIN,21.0,0.2149261393590787,0.0,1.003680877
TyTy Washington Jr.,LAC,23.0,0.2148021080291772,0.0,1.001148618
Kobe Bufkin,LAL,21.0,0.2137646844585594,0.0,1.003680877
James Wiseman,IND,24.0,0.2107522357000051,0.0,0.999893768
Matt Ryan,NYK,28.0,0.210226649902318,0.0,0.994838627
Pete Nance,MIL,25.0,0.2094565737687066,0.0,0.998640092
Chris Duarte,CHI,28.0,0.2090699593543105,0.0,0.994838627
JD Davison,HOU,22.0,0.2081038213836935,0.0,1.002409382
Cam Christie,LAC,19.0,0.2074391913710824,0.0,1.006276105
Jaylen Sims,CHA,26.0,0.2068279159622342,0.0,0.997382867
Daniss Jenkins,DET,23.0,0.2054223662668584,0.0,1.001148618
Stanley Umude,MIL,26.0,0.2046260957017778,0.0,0.997382867
Jackson Rowe,GSW,28.0,0.200940899788248,0.0,0.994838627
RayJ Dennis,ATL,24.0,0.2008363842177372,0.0,0.999893768
Jacob Toppin,ATL,25.0,0.1993824114026927,0.0,0.998640092
Isaiah Crawford,HOU,23.0,0.1991075202711383,0.0,1.001148618
David Duke Jr.,SAS,25.0,0.198714925646125,0.0,0.998640092
Emoni Bates,CLE,21.0,0.1971565372350712,0.0,1.003680877
Mason Jones,SAC,26.0,0.1970841422499311,0.0,0.997382867
Alondes Williams,DET,26.0,0.1964947113651535,0.0,0.997382867
Taylor Hendricks,UTA,21.0,0.1952983742623371,0.0,1.003680877
Justin Minaya,POR,26.0,0.1941582513125448,0.0,0.997382867
Bryce McGowens,NOP,22.0,0.1932724894376219,0.0,1.002409382
E.J. Liddell,BKN,24.0,0.191705623864027,0.0,0.999893768
Phillip Wheeler,PHI,23.0,0.1916794085141533,0.0,1.001148618
Malachi Flynn,CHA,27.0,0.1893734537380334,0.0,0.996117333
Taze Moore,POR,27.0,0.1893403769353762,0.0,0.996117333
Jamaree Bouyea,PHX,26.0,0.1853870952570205,0.0,0.997382867
Vlatko Čančar,DEN,28.0,0.1813798052971475,0.0,0.994838627
Anton Watson,NYK,24.0,0.1780565219939793,0.0,0.999893768
Josh Richardson,MIA,31.0,0.1774497187441002,0.0,0.990871967
Adama Sanogo,CHI,23.0,0.1758332914048406,0.0,1.001148618
Luke Travers,CLE,23.0,0.1756309721190586,0.0,1.001148618
James Johnson,IND,38.0,0.1755176254743284,0.0,0.980037475
Trentyn Flowers,CHI,20.0,0.1752157210740005,0.0,1.004968062
Liam Robbins,MIL,25.0,0.1751645516185266,0.0,0.998640092
Jalen Bridges,PHX,24.0,0.1742114564447993,0.0,0.999893768
Armel Traore,LAL,22.0,0.1727937147872052,0.0,1.002409382
Harrison Ingram,SAS,22.0,0.171904000004626,0.0,1.002409382
Miles Norris,BOS,25.0,0.1710270365325172,0.0,0.998640092
Bobi Klintman,DET,22.0,0.1706180971781648,0.0,1.002409382
Emanuel Miller,CHI,25.0,0.1704185174691758,0.0,0.998640092
Tristen Newton,MIN,24.0,0.1697243968011443,0.0,0.999893768
Daishen Nix,MIN,23.0,0.1686444788195207,0.0,1.001148618
Jack McVeigh,HOU,29.0,0.1684967062364874,0.0,0.99354172
Ulrich Chomche,TOR,19.0,0.1636639884541222,0.0,1.006276105
Jae Crowder,SAC,34.0,0.1617006785120332,0.0,0.98658762
Braxton Key,GSW,28.0,0.1616515071237901,0.0,0.994838627
Jahmir Young,MIA,24.0,0.1610659261475728,0.0,0.999893768
PJ Dozier,MIN,28.0,0.1591062592106356,0.0,0.994838627
Yuri Collins,GSW,24.0,0.1586985863683397,0.0,0.999893768
Quincy Olivari,LAL,24.0,0.1557714704242555,0.0,0.999893768
Skal Labissiere,SAC,29.0,0.1514957420207167,0.0,0.99354172
D.J. Carton,TOR,24.0,0.151187711529917,0.0,0.999893768
Kevin McCullar Jr.,NYK,24.0,0.1483132400083034,0.0,0.999893768
P.J. Tucker,NYK,40.0,0.1462208120588819,0.0,0.976219711
Isaiah Stevens,MIA,24.0,0.1453591700973385,0.0,0.999893768
Zyon Pullin,MEM,24.0,0.1435934069902597,0.0,0.999893768
Terry Taylor,SAC,25.0,0.1364931349056206,0.0,0.998640092
Malevy Leons,GSW,25.0,0.1360911292264248,0.0,0.998640092
Terence Davis,SAC,28.0,0.1358864594477213,0.0,0.994838627
Riley Minix,SAS,24.0,0.1343160795158347,0.0,0.999893768
Mac McClung,IND,26.0,0.1317537569763076,0.0,0.997382867
Hugo González,BOS,0.0,0.1244685149348186,0.0,1.0
Jesse Edwards,MIN,25.0,0.1101480430213905,0.0,0.998640092
Jimmy Butler,GSW,0.0,0.1096170802999707,0.0,1.0
Jalen McDaniels,WAS,27.0,0.1027279351630258,0.0,0.996117333
Moussa Diabate,CHA,0.0,0.1018024587325719,0.000135605,1.0
Kon Knueppel,CHA,0.0,0.1008122718762351,0.068099099,1.0
Dylan Harper,SAS,0.0,0.0954731174496782,0.0,1.0
Saddiq Bey,NOP,0.0,0.0952841846650894,0.0,1.0
VJ Edgecombe,PHI,0.0,0.0924673885229707,0.084255825,1.0
Joan Beringer,MIN,0.0,0.091713025594819,0.0,1.0
David Jones Garcia,SAS,0.0,0.0889431205962966,0.0,1.0
Kam Jones,IND,0.0,0.0816353152429652,0.0,1.0
Sion James,CHA,0.0,0.0798555971007796,0.0,1.0
Liam McNeeley,CHA,0.0,0.0796080503866954,0.0,1.0
Asa Newell,ATL,0.0,0.079112956958527,0.0,1.0
Cui Yongxi,BKN,0.0,0.0778517778163079,0.0,1.0
Dylan Cardwell,SAC,0.0,0.0778400550304088,0.0,1.0
Myron Gardner,MIA,0.0,0.0778400550304088,0.0,1.0
Ryan Nembhard,DAL,0.0,0.0773566843881395,0.0,1.0
Yanic Konan Niederhäuser,LAC,0.0,0.0770974148881563,0.0,1.0
Mark Sears,MIL,0.0,0.0770974148881563,0.0,1.0
Cody Zeller,ATL,0.0,0.0755769662459539,0.0,1.0
Pacome Dadiet,NYK,0.0,0.0748343261037013,0.0,1.0
Egor Dëmin,BKN,0.0,0.0745516110319199,0.0,1.0
Kasparas Jakučionis,MIA,0.0,0.0738324164614655,0.0,1.0
Chaz Lanier,DET,0.0,0.0738206936755664,0.0,1.0
Curtis Jones,DEN,0.0,0.0735614241755831,0.0,1.0
Vladislav Goldin,MIA,0.0,0.0733138774614989,0.0,1.0
Chris Mañon,LAL,0.0,0.0728070612474315,0.0,1.0
LJ Cryer,GSW,0.0,0.0728070612474315,0.0,1.0
Seth Lundy,ATL,0.0,0.0725595145333473,0.0,1.0
Isaiah Livers,PHX,0.0,0.0723119678192631,0.0,1.0
Adou Thiero,LAL,0.0,0.0723119678192631,0.0,1.0
Kobe Sanders,LAC,0.0,0.0718051516051956,0.0,1.0
Ethan Thompson,IND,0.0,0.0712983353911282,0.0,1.0
Noah Penda,ORL,0.0,0.0712983353911282,0.0,1.0
DaRon Holmes II,DEN,0.0,0.071050788677044,0.0,1.0
Javon Small,MEM,0.0,0.071050788677044,0.0,1.0
Collin Murray-Boyles,TOR,0.0,0.0707680736052626,0.000288296,1.0
Walter Clayton Jr.,UTA,0.0,0.0703198713206905,0.0,1.0
Koby Brea,PHX,0.0,0.06877597710669,0.0,1.0
Chris Youngblood,OKC,0.0,0.0685167076067067,0.0,1.0
Moussa Cisse,DAL,0.0,0.0685167076067067,0.0,1.0
Jase Richardson,ORL,0.0,0.0677740674644541,0.0,1.0
Hunter Dickinson,NOP,0.0,0.0675147979644709,0.0,1.0
Sharife Cooper,WAS,0.0,0.0670079817504034,0.0,1.0
Jamir Watkins,WAS,0.0,0.0664894427504369,0.0,1.0
Jahmyl Telfort,LAC,0.0,0.0659943493222685,0.0,1.0
Will Richard,GSW,0.0,0.0659826265363694,0.0,1.0
Tre Johnson,WAS,0.0,0.0655109786799992,0.000100914,1.0
Nique Clifford,SAC,0.0,0.0654992558941001,0.0,1.0
Alijah Martin,TOR,0.0,0.0654992558941001,0.0,1.0
Thanasis Antetokounmpo,MIL,0.0,0.065487533108201,0.003240744,1.0
Micah Peavy,NOP,0.0,0.0652399863941168,0.0,1.0
Cedric Coward,MEM,0.0,0.0647097246082513,0.0,1.0
Khaman Maluach,PHX,0.0,0.0644856234659652,0.0,1.0
Noa Essengue,CHI,0.0,0.064238076751881,0.0,1.0
Chucky Hepburn,TOR,0.0,0.0637312605378135,0.0,1.0
Hunter Sallis,PHI,0.0,0.0637312605378135,0.0,1.0
Rasheer Fleming,PHX,0.0,0.0634719910378303,0.0,1.0
Brandon Boston Jr.,NOP,0.0,0.062988620395561,0.0,1.0
Caleb Love,POR,0.0,0.0629768976096619,0.0,1.0
Johni Broome,PHI,0.0,0.0624700813955944,0.0,1.0
Christian Wood,LAL,0.0,0.0624583586096954,0.0,1.0
Lachlan Olbrich,CHI,0.0,0.0622108118956112,0.0,1.0
Jahmai Mashack,MEM,0.0,0.061963265181527,0.0,1.0
Taelon Peter,IND,0.0,0.0617039956815437,0.0,1.0
Miles Kelly,DAL,0.0,0.0614564489674595,0.0,1.0
Alexandre Sarr,WAS,0.0,0.0612089022533753,0.0,1.0
Ben Saraf,BKN,0.0,0.0602069926111395,0.012050988,1.0
Nolan Traore,BKN,0.0,0.0592050829689036,0.0,1.0
Mohamed Diawara,NYK,0.0,0.0581914505407687,0.0,1.0
Vasilije Micić,PHX,0.0,0.0579204582548864,0.0,1.0
Carter Bryant,SAS,0.0,0.0579204582548864,0.0,1.0
Derik Queen,NOP,0.0,0.0574722559703143,0.0,1.0
Yang Hansen,POR,0.0,0.0564117323985831,0.005872963,1.0
Monté Morris,IND,0.0,0.0538776513282458,0.0,1.0
Javonte Cooke,POR,0.0,0.0521213787578583,0.0,1.0
Ryan Kalkbrenner,CHA,0.0,0.0508601996156392,0.0,1.0
Ace Bailey,UTA,0.0,0.0506595440451513,0.0,1.0
Tyrese Proctor,CLE,0.0,0.0503768289733699,0.0,1.0
Amari Williams,BOS,0.0,0.0498582899734033,0.0,1.0
Cooper Flagg,DAL,0.0,0.0463222992608302,0.0,1.0
Danny Wolf,BKN,0.0,0.045049397332712,0.012711833,1.0
Bojan Bogdanović,BKN,0.0,0.0420671139778026,0.0,1.0
Brooks Barnhizer,OKC,0.0,0.0387669471934146,0.0,1.0
Nigel Hayes-Davis,PHX,0.0,0.0375057680511955,0.0,1.0
Drake Powell,BKN,0.0,0.0365038584089597,0.0,1.0
Maxime Raynaud,SAC,0.0,0.0362680344807746,0.0,1.0
Jeremiah Fears,NOP,0.0,0.0312467634836962,0.0,1.0
Will Riley,WAS,0.0,0.0261668785571226,0.0,1.0
Carlton Carrington,WAS,0.0,0.0249408677726007,0.0,1.0
