player_name,team,age,PW,final_commercial_score,athletic_score,attendance_rate,salary
Isaac Jones,DET,24.0,0.808821839,0.0,0.291898506,48.78,1955377.0
Mitchell Robinson,NYK,27.0,0.748344487,5.1e-06,0.291833711,20.73,12954546.0
Maxi Kleber,LAL,33.0,0.619340398,0.0,0.291581933,41.46,11000000.0
David Roddy,HOU,24.0,0.808821839,0.0,0.290751301,40.24,3634153.0
Bismack Biyombo,SAS,32.0,0.642173322,0.0,0.289756992,34.15,3634153.0
Adam Flagler,OKC,25.0,0.788744956,0.0,0.288585062,45.12,3634153.0
MarJon Beauchamp,NYK,24.0,0.808821839,0.0,0.288040585,42.68,3634153.0
Trevelin Queen,ORL,28.0,0.727866765,0.0,0.287825568,37.8,3634153.0
Trey Jemison III,NYK,25.0,0.788744956,0.0,0.286719166,46.34,3634153.0
Tolu Smith,DET,24.0,0.808821839,0.0,0.285261573,1.22,3634153.0
Matisse Thybulle,POR,28.0,0.727866765,0.0,0.282776282,18.29,11550000.0
Baylor Scheierman,BOS,24.0,0.808821839,0.0,0.282425617,37.8,2619000.0
Terrence Shannon Jr.,MIN,24.0,0.808821839,0.0,0.280192908,39.02,2674080.0
Wendell Moore Jr.,DET,23.0,0.828917512,0.0,0.279906056,43.9,3634153.0
Tristan Thompson,CLE,34.0,0.595731822,0.0,0.279034003,48.78,3634153.0
Reggie Jackson,PHI,35.0,0.571223619,0.0,0.27751021,37.8,3634153.0
Colin Castleton,TOR,25.0,0.788744956,0.0,0.274931452,31.71,3634153.0
Jeff Green,HOU,38.0,0.490835159,0.0,0.274537275,39.02,3634153.0
Reece Beekman,BKN,23.0,0.828917512,0.0,0.27258656,43.9,3634153.0
Johnny Davis,WAS,23.0,0.828917512,0.0,0.27058096,41.46,3634153.0
Elfrid Payton,NOP,31.0,0.664343084,0.0,0.270482067,29.27,3634153.0
Cam Reddish,LAL,25.0,0.788744956,0.0,0.269546661,40.24,3634153.0
Kobe Brown,LAC,25.0,0.788744956,0.0,0.269361955,48.78,2654880.0
Taj Gibson,CHA,40.0,0.429695951,0.0,0.267785391,45.12,3634153.0
Isaiah Wong,CHA,24.0,0.808821839,0.0,0.26591684,24.39,3634153.0
Damion Lee,PHX,32.0,0.642173322,0.0,0.263457548,30.49,3634153.0
Keion Brooks Jr.,NOP,24.0,0.808821839,0.0,0.263012793,17.07,3634153.0
Lamar Stevens,MEM,27.0,0.748344487,0.0,0.261281213,20.73,3634153.0
Killian Hayes,BKN,23.0,0.828917512,0.0,0.260805966,7.32,3634153.0
Patty Mills,LAC,36.0,0.545677923,0.0,0.259722956,35.37,3634153.0
Tyler Smith,MIL,20.0,0.890083625,0.0,0.258837959,28.05,3634153.0
Marcus Bagley,PHI,23.0,0.828917512,0.0,0.256971628,12.2,3634153.0
Maxwell Lewis,BKN,22.0,0.849107881,0.0,0.255711741,34.15,3634153.0
Alex Reese,PHI,26.0,0.768611258,0.0,0.255289897,18.29,3634153.0
Torrey Craig,BOS,34.0,0.595731822,0.0,0.254518264,31.71,3634153.0
Isaiah Jackson,IND,23.0,0.828917512,0.0,0.252775388,6.1,7600000.0
Markelle Fultz,SAC,27.0,0.748344487,0.0,0.252624691,25.61,3634153.0
Drew Peterson,CHA,25.0,0.788744956,0.0,0.251749789,30.49,2135085.5
Patrick Baldwin Jr.,LAC,22.0,0.849107881,0.0,0.251559954,29.27,2135085.5
Xavier Tillman,BOS,26.0,0.768611258,0.0,0.251295553,40.24,2546675.0
Yuki Kawamura,MEM,24.0,0.808821839,0.0,0.251213368,26.83,2135085.5
Dariq Whitehead,BKN,20.0,0.890083625,0.0,0.250241348,24.39,2135085.5
Damion Baugh,CHA,24.0,0.808821839,0.0,0.24954246,18.29,2135085.5
Lester Quinones,NOP,24.0,0.808821839,0.0,0.248048226,15.85,2135085.5
Nate Williams,HOU,26.0,0.768611258,0.0,0.247767345,24.39,2135085.5
Jalen Hood-Schifino,PHI,22.0,0.849107881,0.0,0.247099504,18.29,2135085.5
Dru Smith,MIA,27.0,0.748344487,0.0,0.245551594,17.07,2378870.0
Moses Brown,DAL,25.0,0.788744956,0.0,0.242993733,15.85,2135085.5
Oshae Brissett,PHI,27.0,0.748344487,0.0,0.24140989,7.32,2135085.5
Bronny James,LAL,20.0,0.890083625,0.017001089,0.240155766,32.93,1955377.0
Cole Swider,TOR,26.0,0.768611258,0.0,0.239037611,12.2,2135085.5
Nae'Qwan Tomlin,CLE,24.0,0.808821839,0.0,0.238975567,6.1,2135085.5
Chuma Okeke,CLE,26.0,0.768611258,0.0,0.237823377,10.98,2135085.5
N'Faly Dante,ATL,23.0,0.828917512,0.0,0.237417504,4.88,2048494.0
Tony Bradley,IND,27.0,0.748344487,0.0,0.237009929,17.07,2135085.5
JT Thor,WAS,22.0,0.849107881,0.0,0.235386869,24.39,2135085.5
Kevin Knox II,GSW,25.0,0.788744956,0.0,0.23321595,17.07,2135085.5
Dario Šarić,SAC,31.0,0.664343084,0.0,0.23293374,19.51,2135085.5
Ron Harper Jr.,BOS,25.0,0.788744956,0.0,0.231618675,1.22,2135085.5
Bruno Fernando,TOR,26.0,0.768611258,0.0,0.231154816,20.73,2135085.5
Trey Alexander,NOP,22.0,0.849107881,0.000192591,0.229619482,29.27,2135085.5
Garrett Temple,TOR,39.0,0.461163605,0.0,0.228159574,34.15,3634153.0
PJ Hall,CHA,23.0,0.828917512,0.0,0.224775793,23.17,2135085.5
Elijah Harkless,UTA,25.0,0.788744956,0.0,0.22424674,12.2,2135085.5
Chris Livingston,CLE,21.0,0.869470112,0.0,0.22325182,25.61,2135085.5
Keshad Johnson,MIA,24.0,0.808821839,0.0,0.222593099,19.51,1955377.0
Daeqwon Plowden,SAC,26.0,0.768611258,2.23e-05,0.220920151,7.32,2135085.5
Enrique Freeman,IND,24.0,0.808821839,0.0,0.22056169,26.83,2135085.5
Tyson Etienne,BKN,25.0,0.788744956,0.0,0.220540117,8.54,2135085.5
Markieff Morris,LAL,35.0,0.571223619,0.0,0.220029124,18.29,2135085.5
Sidy Cissoko,POR,21.0,0.869470112,0.000742873,0.219619417,26.83,2135085.5
Josh Christopher,MIA,23.0,0.828917512,0.0,0.218297264,17.07,2135085.5
Marcus Garrett,CHA,26.0,0.768611258,0.0,0.217685251,4.88,2135085.5
Jazian Gortman,DAL,22.0,0.849107881,0.0,0.21754224,19.51,2135085.5
Jaylen Martin,WAS,21.0,0.869470112,0.0,0.217084894,19.51,2135085.5
Joe Ingles,MIN,37.0,0.518940084,0.001083645,0.216799387,23.17,3634153.0
Ariel Hukporti,NYK,23.0,0.828917512,0.0,0.216793104,30.49,1955377.0
Alex Ducas,OKC,24.0,0.808821839,0.0,0.21639326,25.61,2135085.5
Spencer Jones,DEN,24.0,0.808821839,8.8e-05,0.215456012,24.39,2135085.5
Leonard Miller,MIN,21.0,0.869470112,0.0,0.214926139,15.85,2221677.0
TyTy Washington Jr.,LAC,23.0,0.828917512,0.0,0.214802108,19.51,2135085.5
Kobe Bufkin,LAL,21.0,0.869470112,0.0,0.213764684,12.2,2135085.5
James Wiseman,IND,24.0,0.808821839,0.0,0.210752236,1.22,131970.0
Matt Ryan,NYK,28.0,0.727866765,0.0,0.21022665,23.17,2135085.5
Pete Nance,MIL,25.0,0.788744956,0.0,0.209456574,15.85,2135085.5
Chris Duarte,CHI,28.0,0.727866765,0.0,0.209069959,20.73,2135085.5
JD Davison,HOU,22.0,0.849107881,2.65e-05,0.208103821,19.51,2135085.5
Cam Christie,LAC,19.0,0.911031151,0.0,0.207439191,15.85,4041228.5
Jaylen Sims,CHA,26.0,0.768611258,0.0,0.206827916,7.32,4041228.5
Daniss Jenkins,DET,23.0,0.828917512,0.0,0.205422366,8.54,4041228.5
Stanley Umude,SAS,26.0,0.768611258,8.28e-05,0.204626096,26.83,4041228.5
Jackson Rowe,GSW,28.0,0.727866765,0.0,0.2009409,7.32,4041228.5
RayJ Dennis,ATL,24.0,0.808821839,0.0,0.200836384,13.41,4041228.5
Jacob Toppin,ATL,25.0,0.788744956,0.0,0.199382411,20.73,4041228.5
Isaiah Crawford,HOU,23.0,0.828917512,0.0,0.19910752,18.29,4041228.5
David Duke Jr.,SAS,25.0,0.788744956,0.0,0.198714926,7.32,4041228.5
Emoni Bates,CLE,21.0,0.869470112,0.0,0.197156537,12.2,4041228.5
Mason Jones,SAC,26.0,0.768611258,0.0,0.197084142,12.2,4041228.5
Alondes Williams,DET,26.0,0.768611258,0.0,0.196494711,1.22,4041228.5
Taylor Hendricks,UTA,21.0,0.869470112,0.0,0.195298374,3.66,6127080.0
Justin Minaya,POR,26.0,0.768611258,0.0,0.194158251,23.17,4041228.5
Bryce McGowens,NOP,22.0,0.849107881,0.0,0.193272489,15.85,4041228.5
E.J. Liddell,BKN,24.0,0.808821839,0.0,0.191705624,14.63,4041228.5
Phillip Wheeler,PHI,23.0,0.828917512,0.0,0.191679409,6.1,4041228.5
Malachi Flynn,CHA,27.0,0.748344487,0.0,0.189373454,4.88,4041228.5
Taze Moore,POR,27.0,0.748344487,0.0,0.189340377,2.44,4041228.5
Jamaree Bouyea,PHX,26.0,0.768611258,0.000149528,0.185387095,6.1,4041228.5
Vlatko Čančar,DEN,28.0,0.727866765,0.0,0.181379805,15.85,4041228.5
Anton Watson,NYK,24.0,0.808821839,0.0,0.178056522,10.98,4041228.5
Josh Richardson,MIA,31.0,0.664343084,0.0,0.177449719,9.76,4041228.5
Adama Sanogo,CHI,23.0,0.828917512,0.0,0.175833291,4.88,4041228.5
Luke Travers,CLE,23.0,0.828917512,0.0,0.175630972,14.63,4041228.5
James Johnson,IND,38.0,0.490835159,0.0,0.175517625,14.63,4041228.5
Trentyn Flowers,CHI,20.0,0.890083625,0.0,0.175215721,7.32,4041228.5
Liam Robbins,MIL,25.0,0.788744956,0.0,0.175164552,15.85,4041228.5
Jalen Bridges,PHX,24.0,0.808821839,0.0,0.174211456,9.76,4041228.5
Armel Traore,LAL,22.0,0.849107881,0.0,0.172793715,10.98,4041228.5
Harrison Ingram,SAS,22.0,0.849107881,0.0,0.171904,6.1,4041228.5
Miles Norris,BOS,25.0,0.788744956,0.0,0.171027037,3.66,4041228.5
Bobi Klintman,DET,22.0,0.849107881,0.0,0.170618097,9.76,1955377.0
Emanuel Miller,CHI,25.0,0.788744956,0.0,0.170418517,7.32,4041228.5
Tristen Newton,MIN,24.0,0.808821839,0.0,0.169724397,9.76,4041228.5
Daishen Nix,MIN,23.0,0.828917512,0.0,0.168644479,3.66,4041228.5
Jack McVeigh,HOU,29.0,0.707097586,0.0,0.168496706,10.98,4041228.5
Ulrich Chomche,TOR,19.0,0.911031151,0.0,0.163663988,8.54,4041228.5
Jae Crowder,SAC,34.0,0.595731822,0.0,0.161700679,10.98,4041228.5
Braxton Key,GSW,28.0,0.727866765,0.0,0.161651507,3.66,4041228.5
Jahmir Young,MIA,24.0,0.808821839,0.0,0.161065926,7.32,4041228.5
PJ Dozier,MIN,28.0,0.727866765,0.0,0.159106259,10.98,4041228.5
Yuri Collins,GSW,24.0,0.808821839,0.0,0.158698586,2.44,4041228.5
Quincy Olivari,LAL,24.0,0.808821839,0.0,0.15577147,2.44,4041228.5
Skal Labissiere,SAC,29.0,0.707097586,0.0,0.151495742,4.88,4041228.5
D.J. Carton,TOR,24.0,0.808821839,0.0,0.151187712,4.88,4041228.5
Kevin McCullar Jr.,NYK,24.0,0.808821839,0.0,0.14831324,4.88,4041228.5
P.J. Tucker,NYK,40.0,0.429695951,0.0,0.146220812,3.66,4041228.5
Isaiah Stevens,MIA,24.0,0.808821839,0.0,0.14535917,3.66,4041228.5
Zyon Pullin,MEM,24.0,0.808821839,0.0,0.143593407,3.66,4041228.5
Terry Taylor,SAC,25.0,0.788744956,0.0,0.136493135,3.66,3218760.0
Malevy Leons,GSW,25.0,0.788744956,0.0,0.136091129,7.32,3218760.0
Terence Davis,SAC,28.0,0.727866765,0.0,0.135886459,1.22,3218760.0
Riley Minix,SAS,24.0,0.808821839,0.0,0.13431608,1.22,3218760.0
Mac McClung,IND,26.0,0.768611258,0.0,0.131753757,2.44,3218760.0
Hugo González,BOS,0.0,0.0,0.0,0.124468515,0.0,2783880.0
Jesse Edwards,MIN,25.0,0.788744956,0.0,0.110148043,2.44,3218760.0
Jimmy Butler,GSW,0.0,0.0,0.0,0.10961708,0.0,54126450.0
Jalen McDaniels,WAS,27.0,0.748344487,0.0,0.102727935,4.88,3218760.0
Moussa Diabate,CHA,0.0,0.0,0.000135605,0.101802459,0.0,2270735.0
Kon Knueppel,CHA,0.0,0.0,0.068099099,0.100812272,0.0,10015680.0
Dylan Harper,SAS,0.0,0.0,0.016333994,0.095473117,0.0,12370320.0
Saddiq Bey,NOP,0.0,0.0,0.00599228,0.095284185,0.0,6118644.0
VJ Edgecombe,PHI,0.0,0.0,0.084255825,0.092467389,0.0,11108880.0
Joan Beringer,MIN,0.0,0.0,0.0,0.091713026,0.0,4201080.0
David Jones Garcia,SAS,0.0,0.0,0.0,0.088943121,0.0,3218760.0
Kam Jones,IND,0.0,0.0,0.0,0.081635315,0.0,1272870.0
Sion James,CHA,0.0,0.0,0.0,0.079855597,0.0,2296274.0
Liam McNeeley,CHA,0.0,0.0,0.0,0.07960805,0.0,2763960.0
Asa Newell,ATL,0.0,0.0,0.0,0.079112957,0.0,3237480.0
Cui Yongxi,BKN,0.0,0.0,0.0,0.077851778,0.0,3218760.0
Dylan Cardwell,SAC,0.0,0.0,0.0,0.077840055,0.0,3218760.0
Myron Gardner,MIA,0.0,0.0,0.0,0.077840055,0.0,3218760.0
Ryan Nembhard,DAL,0.0,0.0,0.001177484,0.077356684,0.0,3218760.0
Yanic Konan Niederhäuser,LAC,0.0,0.0,0.0,0.077097415,0.0,2743800.0
Mark Sears,MIL,0.0,0.0,0.0,0.077097415,0.0,3218760.0
Cody Zeller,ATL,0.0,0.0,0.0,0.075576966,0.0,3218760.0
Pacome Dadiet,NYK,0.0,0.0,0.0,0.074834326,0.0,2847600.0
Egor Dëmin,BKN,0.0,0.0,0.0,0.074551611,0.0,6889200.0
Kasparas Jakučionis,MIA,0.0,0.0,0.0,0.073832416,0.0,3658800.0
Chaz Lanier,DET,0.0,0.0,0.0,0.073820694,0.0,1272870.0
Curtis Jones,DEN,0.0,0.0,0.0,0.073561424,0.0,3218760.0
Vladislav Goldin,MIA,0.0,0.0,0.0,0.073313877,0.0,3218760.0
Chris Mañon,LAL,0.0,0.0,0.0,0.072807061,0.0,3218760.0
LJ Cryer,GSW,0.0,0.0,0.0,0.072807061,0.0,3218760.0
Seth Lundy,ATL,0.0,0.0,0.0,0.072559515,0.0,3218760.0
Isaiah Livers,PHX,0.0,0.0,0.0,0.072311968,0.0,3218760.0
Adou Thiero,LAL,0.0,0.0,0.0,0.072311968,0.0,1272870.0
Kobe Sanders,LAC,0.0,0.0,0.0,0.071805152,0.0,3218760.0
Ethan Thompson,IND,0.0,0.0,0.0,0.071298335,0.0,3218760.0
Noah Penda,ORL,0.0,0.0,0.0,0.071298335,0.0,1272870.0
DaRon Holmes II,DEN,0.0,0.0,0.0,0.071050789,0.0,3218760.0
Javon Small,MEM,0.0,0.0,0.0,0.071050789,0.0,3218760.0
Collin Murray-Boyles,TOR,0.0,0.0,0.000288296,0.070768074,0.0,6332520.0
Walter Clayton Jr.,UTA,0.0,0.0,0.0,0.070319871,0.0,3991320.0
Koby Brea,PHX,0.0,0.0,0.0,0.068775977,0.0,3218760.0
Chris Youngblood,OKC,0.0,0.0,0.0,0.068516708,0.0,3218760.0
Moussa Cisse,DAL,0.0,0.0,0.0,0.068516708,0.0,3218760.0
Jase Richardson,ORL,0.0,0.0,0.0,0.067774067,0.0,2983320.0
Hunter Dickinson,NOP,0.0,0.0,0.0,0.067514798,0.0,3218760.0
Sharife Cooper,WAS,0.0,0.0,0.0,0.067007982,0.0,3240180.0
Jamir Watkins,WAS,0.0,0.0,0.0,0.066489443,0.0,3240180.0
Jahmyl Telfort,LAC,0.0,0.0,0.0,0.065994349,0.0,3240180.0
Will Richard,GSW,0.0,0.0,0.002513906,0.065982627,0.0,1272870.0
Tre Johnson,WAS,0.0,0.0,0.000100914,0.065510979,0.0,8237640.0
Nique Clifford,SAC,0.0,0.0,0.0,0.065499256,0.0,3108120.0
Alijah Martin,TOR,0.0,0.0,0.0,0.065499256,0.0,3240180.0
Thanasis Antetokounmpo,MIL,0.0,0.0,0.003240744,0.065487533,0.0,2874436.0
Micah Peavy,NOP,0.0,0.0,0.0,0.065239986,0.0,1272870.0
Cedric Coward,MEM,0.0,0.0,0.008099738,0.064709725,0.0,5715120.0
Khaman Maluach,PHX,0.0,0.0,0.0,0.064485623,0.0,6016080.0
Noa Essengue,CHI,0.0,0.0,0.0,0.064238077,0.0,5429520.0
Chucky Hepburn,TOR,0.0,0.0,0.0,0.063731261,0.0,3240180.0
Hunter Sallis,PHI,0.0,0.0,0.0,0.063731261,0.0,3240180.0
Rasheer Fleming,PHX,0.0,0.0,0.0,0.063471991,0.0,1272870.0
Brandon Boston Jr.,NOP,0.0,0.0,0.0,0.06298862,0.0,3240180.0
Caleb Love,POR,0.0,0.0,0.001637593,0.062976898,0.0,3240180.0
Johni Broome,PHI,0.0,0.0,0.0,0.062470081,0.0,1272870.0
Christian Wood,LAL,0.0,0.0,0.0,0.062458359,0.0,3240180.0
Lachlan Olbrich,CHI,0.0,0.0,0.0,0.062210812,0.0,3240180.0
Jahmai Mashack,MEM,0.0,0.0,0.0,0.061963265,0.0,3240180.0
Taelon Peter,IND,0.0,0.0,0.0,0.061703996,0.0,3240180.0
Miles Kelly,DAL,0.0,0.0,0.0,0.061456449,0.0,3240180.0
Alexandre Sarr,WAS,0.0,0.0,0.0,0.061208902,0.0,3240180.0
Ben Saraf,BKN,0.0,0.0,0.012050988,0.060206993,0.0,2884560.0
Nolan Traore,BKN,0.0,0.0,0.0,0.059205083,0.0,3811560.0
Mohamed Diawara,NYK,0.0,0.0,0.0,0.058191451,0.0,1272870.0
Vasilije Micić,PHX,0.0,0.0,0.0,0.057920458,0.0,3240180.0
Carter Bryant,SAS,0.0,0.0,0.0,0.057920458,0.0,4900320.0
Derik Queen,NOP,0.0,0.0,0.008263949,0.057472256,0.0,5157960.0
Yang Hansen,POR,0.0,0.0,0.005872963,0.056411732,0.0,4422360.0
Monté Morris,IND,0.0,0.0,0.0,0.053877651,0.0,3240180.0
Javonte Cooke,POR,0.0,0.0,0.0,0.052121379,0.0,3240180.0
Ryan Kalkbrenner,CHA,0.0,0.0,0.0,0.0508602,0.0,2296274.0
Ace Bailey,UTA,0.0,0.0,0.000758765,0.050659544,0.0,9069840.0
Tyrese Proctor,CLE,0.0,0.0,0.0,0.050376829,0.0,1272870.0
Amari Williams,BOS,0.0,0.0,0.0,0.04985829,0.0,3240180.0
Cooper Flagg,DAL,0.0,0.0,0.314181722,0.046322299,0.0,13825920.0
Danny Wolf,BKN,0.0,0.0,0.012711833,0.045049397,0.0,2801280.0
Bojan Bogdanović,BKN,0.0,0.0,0.0,0.042067114,0.0,3240180.0
Brooks Barnhizer,OKC,0.0,0.0,0.0,0.038766947,0.0,3240180.0
Nigel Hayes-Davis,PHX,0.0,0.0,0.0,0.037505768,0.0,2048494.0
Drake Powell,BKN,0.0,0.0,0.0,0.036503858,0.0,3372240.0
Maxime Raynaud,SAC,0.0,0.0,0.001447639,0.036268034,0.0,1272870.0
Jeremiah Fears,NOP,0.0,0.0,0.003694197,0.031246763,0.0,7520040.0
Will Riley,WAS,0.0,0.0,0.0,0.026166879,0.0,3512520.0
Carlton Carrington,WAS,0.0,0.0,0.0,0.024940868,0.0,3240180.0
