Player,Team,RAPM_offense_normalized,USG_percent_normalized,PLUS_MINUS_value_normalized,Attendance_normalized,Performance_normalized,RAPM_defense_normalized
Shai Gilgeous-Alexander,OKC,0.9340659340659341,0.7384615384615385,1.0,0.9258959303502734,0.8582246834983066,0.8194444444444445
Nikola Jokić,DEN,1.0,0.6263736263736263,0.7847176079734219,0.8518930957683742,1.0,0.6805555555555557
Giannis Antetokounmpo,MIL,0.8791208791208791,0.7604395604395604,0.6119601328903654,0.8148410609435107,0.9224383467913126,0.5833333333333334
Hugo González,BOS,0.7032967032967034,,,,,0.8055555555555556
Franz Wagner,ORL,0.6813186813186812,0.6725274725274725,0.5541528239202658,0.7283863130188297,0.6550216330663721,0.7777777777777778
Steven Adams,HOU,0.6153846153846154,0.27912087912087913,0.5043189368770764,0.7036849564689209,0.20464912531306842,0.8472222222222222
Victor Wembanyama,SAS,0.5164835164835165,0.6593406593406593,0.4578073089700997,0.5555780522372951,0.7854544144663377,0.9583333333333335
Zach Edey,MEM,0.6813186813186812,0.34285714285714286,0.49900332225913624,0.8024903826685563,0.36788765869130413,0.7500000000000001
De'Anthony Melton,GSW,0.7032967032967034,0.4901098901098901,0.4079734219269103,0.061753391374772225,0.31575071343091227,0.6944444444444445
Ajay Mitchell,OKC,0.46153846153846156,0.34945054945054943,0.4744186046511628,0.43207126948775054,0.1965387093804658,1.0
Dereck Lively II,DAL,0.6813186813186812,0.29010989010989013,0.47043189368770766,0.43207126948775054,0.37804167050231685,0.7083333333333334
Tyrese Haliburton,IND,0.7912087912087912,0.4615384615384615,0.5375415282392026,0.88884389552541,0.6154358328320718,0.5416666666666667
Donovan Mitchell,CLE,0.6813186813186812,0.654945054945055,0.7368770764119601,0.8642437740433286,0.6371284875783283,0.6666666666666667
Chet Holmgren,OKC,0.5714285714285715,0.4703296703296703,0.5853820598006645,0.38266855638793285,0.5056441590720795,0.7916666666666666
Kawhi Leonard,LAC,0.6483516483516484,0.6153846153846154,0.5867109634551495,0.444421947762705,0.5930122334430538,0.6944444444444445
Stephen Curry,GSW,0.956043956043956,0.6285714285714284,0.588704318936877,0.8518930957683742,0.651477492405413,0.3055555555555555
Miles McBride,NYK,0.6593406593406593,0.35604395604395606,0.5302325581395348,0.7777890261186474,0.3026615575807788,0.6527777777777779
Norman Powell,MIA,0.6043956043956045,0.5604395604395604,0.6239202657807309,0.7283863130188297,0.5139003958390868,0.7222222222222222
Lauri Markkanen,UTA,0.6593406593406593,0.5076923076923077,0.2664451827242525,0.5679287305122495,0.5034462091699131,0.638888888888889
Luka Dončić,LAL,0.7362637362637362,0.7208791208791209,0.6186046511627907,0.6049807653371128,0.823916045291356,0.5416666666666667
Alex Caruso,OKC,0.39560439560439564,0.32307692307692304,0.6033222591362126,0.654282243369103,0.27135945666738265,0.9583333333333335
Jimmy Butler,GSW,0.6593406593406593,,,,,0.6250000000000001
Deni Avdija,POR,0.7912087912087912,0.5010989010989011,0.3382059800664452,0.8764932172504555,0.518733314922213,0.45833333333333337
Derrick White,BOS,0.5604395604395604,0.42857142857142855,0.7488372093023256,0.9258959303502734,0.5013517638337767,0.7500000000000001
Amen Thompson,HOU,0.5494505494505495,0.37802197802197796,0.5681063122923588,0.8395424174934197,0.5174725534222671,0.763888888888889
Alperen Sengun,HOU,0.6703296703296703,0.5692307692307692,0.6624584717607973,0.9258959303502734,0.6511722554106891,0.5972222222222222
Ty Jerome,CLE,0.7142857142857143,0.5032967032967033,0.5906976744186047,0.8518930957683742,0.3526650096658382,0.5416666666666667
Kyrie Irving,DAL,0.6923076923076923,0.5802197802197803,0.47242524916943524,0.6049807653371128,0.6507042253521126,0.5694444444444444
Rudy Gobert,MIN,0.3626373626373626,0.2835164835164835,0.6073089700996678,0.8764932172504555,0.49644818803890894,0.9861111111111112
Herbert Jones,NOP,0.46153846153846156,0.32087912087912085,0.3767441860465116,0.23456165215630695,0.3470035901684617,0.861111111111111
Jarrett Allen,CLE,0.6483516483516484,0.34285714285714286,0.7315614617940199,1.0,0.49790854163719767,0.611111111111111
Dorian Finney-Smith,HOU,0.5384615384615385,0.2703296703296703,0.5953488372093023,0.765438347843693,0.27954217680812543,0.7500000000000001
Aaron Wiggins,OKC,0.6703296703296703,0.43956043956043955,0.7315614617940199,0.9258959303502734,0.34390034738877023,0.5694444444444444
Brandin Podziemski,GSW,0.4725274725274725,0.38901098901098896,0.5634551495016611,0.7777890261186474,0.392372618061309,0.8194444444444445
Kevin Durant,HOU,0.6703296703296703,0.6219780219780219,0.3647840531561462,0.7530876695687386,0.6925105344273101,0.5416666666666667
Isaiah Hartenstein,OKC,0.5274725274725275,0.3626373626373626,0.667109634551495,0.6913342781939664,0.5019452802124063,0.7222222222222222
Fred VanVleet,HOU,0.5494505494505495,0.38681318681318677,0.5654485049833887,0.7283863130188297,0.46073828592469845,0.6944444444444445
AJ Green,MIL,0.5164835164835165,0.2703296703296703,0.5408637873754153,0.88884389552541,0.21900405927371913,0.7361111111111112
Collin Gillespie,PHX,0.5824175824175825,0.37362637362637363,0.3707641196013289,0.39501923466288724,0.21030520616270412,0.6527777777777779
Dean Wade,CLE,0.4835164835164836,0.221978021978022,0.5787375415282392,0.7160356347438753,0.22444403877569172,0.763888888888889
Jaylin Williams,OKC,0.4505494505494505,0.30989010989010984,0.5906976744186047,0.5679287305122495,0.27804708937815464,0.7916666666666666
Cade Cunningham,DET,0.6153846153846154,0.7098901098901099,0.506312292358804,0.8518930957683742,0.747859707263187,0.5833333333333334
Dyson Daniels,ATL,0.6153846153846154,0.39120879120879115,0.346843853820598,0.9258959303502734,0.5046584979432841,0.5833333333333334
Moussa Diabate,CHA,0.6043956043956045,,,,,0.5972222222222222
Ronald Holland II,DET,0.4065934065934066,0.38901098901098896,0.35348837209302325,0.9876493217250456,0.19474873934967832,0.8472222222222222
Luke Kornet,SAS,0.4835164835164836,0.24395604395604395,0.6564784053156146,0.88884389552541,0.27064346865506766,0.7361111111111112
Tari Eason,HOU,0.5494505494505495,0.4065934065934066,0.4863787375415282,0.6913342781939664,0.41139163844435733,0.6527777777777779
Pascal Siakam,IND,0.5604395604395604,0.5208791208791208,0.59734219269103,0.9505972869001823,0.590855338162712,0.638888888888889
Devin Booker,PHX,0.6593406593406593,0.6263736263736263,0.2724252491694352,0.9135452520753188,0.6753198932155021,0.513888888888889
Daniss Jenkins,DET,0.5384615384615385,0.5076923076923077,0.3840531561461794,0.07410406964972666,0.030378348522507596,0.6666666666666667
Dylan Harper,SAS,0.4835164835164836,,,,,0.7361111111111112
Cameron Johnson,DEN,0.6593406593406593,0.4923076923076923,0.2571428571428571,0.6913342781939664,0.5053368023760035,0.5
Luka Garza,BOS,0.6043956043956045,0.5296703296703297,0.39069767441860465,0.4691233043126139,0.099136801705153,0.5694444444444444
Jayson Tatum,BOS,0.5274725274725275,0.6615384615384615,0.7448504983388704,0.8764932172504555,0.7762205038509927,0.6666666666666667
Julian Champagnie,SAS,0.6373626373626373,0.36043956043956044,0.34551495016611294,1.0,0.29846222240184295,0.5277777777777778
Naz Reid,MIN,0.4835164835164836,0.4615384615384615,0.6159468438538206,0.9752986434500911,0.44003728251864127,0.7083333333333334
Brandon Clarke,MEM,0.5274725274725275,0.32967032967032966,0.5102990033222591,0.7777890261186474,0.29390189174261255,0.6527777777777779
Tyrese Maxey,PHI,0.6923076923076923,0.6439560439560439,0.30764119601328904,0.6295808868191941,0.6870180358167103,0.4444444444444445
Jalen Smith,CHI,0.6483516483516484,0.44175824175824174,0.3661129568106312,0.7777890261186474,0.2929957194145264,0.48611111111111116
Karl-Anthony Towns,NYK,0.6923076923076923,0.5824175824175825,0.6411960132890365,0.8764932172504555,0.7598422780692873,0.4305555555555555
Goga Bitadze,ORL,0.5384615384615385,0.31208791208791203,0.44318936877076415,0.8518930957683742,0.32504832919083126,0.6250000000000001
Oso Ighodaro,PHX,0.4175824175824176,0.22637362637362635,0.3760797342192691,0.7407369912937842,0.17937260334750385,0.7777777777777778
Kon Knueppel,CHA,0.6483516483516484,,,,,0.48611111111111116
Jamal Murray,DEN,0.7692307692307693,0.5164835164835164,0.6099667774086379,0.8148410609435107,0.6018787586508222,0.3194444444444445
Vince Williams Jr.,MEM,0.5164835164835165,0.3648351648351648,0.3940199335548173,0.3210164000809881,0.2276841879161681,0.638888888888889
LaMelo Ball,CHA,0.7692307692307693,0.7516483516483516,0.3036544850498339,0.5679287305122495,0.6836009800983625,0.3194444444444445
Payton Pritchard,BOS,0.6593406593406593,0.4087912087912088,0.6757475083056479,0.9752986434500911,0.41828914664457334,0.45833333333333337
Davion Mitchell,MIA,0.4835164835164836,0.2967032967032967,0.38803986710963456,0.9011945738003644,0.28161550116811096,0.6805555555555557
OG Anunoby,NYK,0.46153846153846156,0.42857142857142855,0.5900332225913621,0.9011945738003644,0.5034073012532002,0.7083333333333334
Neemias Queta,BOS,0.4725274725274725,0.2989010989010989,0.4930232558139535,0.7530876695687386,0.19051055224452346,0.6944444444444445
Evan Mobley,CLE,0.4505494505494505,0.4967032967032967,0.7528239202657807,0.8642437740433286,0.607178003119518,0.7222222222222222
Jordan Goodwin,PHX,0.4505494505494505,0.2945054945054945,0.38272425249169434,0.34571775663089693,0.2199811444733308,0.7222222222222222
Marcus Smart,LAL,0.4725274725274725,0.4351648351648352,0.41794019933554816,0.4073699129378417,0.27291778351771523,0.6805555555555557
D'Angelo Russell,DAL,0.4835164835164836,0.5010989010989011,0.39003322259136214,0.7036849564689209,0.38730013617880377,0.6666666666666667
Jalen Suggs,ORL,0.37362637362637363,0.589010989010989,0.3920265780730897,0.4197205912127961,0.4523612261806131,0.8055555555555556
Kenrich Williams,OKC,0.5274725274725275,0.33186813186813185,0.6086378737541528,0.8395424174934197,0.22077334710164942,0.611111111111111
Aaron Gordon,DEN,0.37362637362637363,0.4087912087912088,0.5900332225913621,0.6173314436120673,0.4256759317922142,0.7916666666666666
Christian Braun,DEN,0.4505494505494505,0.34065934065934067,0.7089700996677741,0.9629479651751367,0.45857672717865894,0.6944444444444445
Joel Embiid,PHI,0.4835164835164836,0.7516483516483516,0.3521594684385382,0.22221097388135252,0.6735563016904316,0.6527777777777779
Paul Reed,DET,0.4835164835164836,0.3934065934065934,0.4186046511627907,0.5432273739623406,0.16711160207431955,0.6527777777777779
Sam Hauser,BOS,0.5934065934065935,0.3076923076923077,0.6059800664451828,0.8642437740433286,0.2515840694540066,0.513888888888889
VJ Edgecombe,PHI,0.5164835164835165,,,,,0.611111111111111
Sam Merrill,CLE,0.4285714285714286,0.3076923076923077,0.6033222591362126,0.8642437740433286,0.21945536794364642,0.7083333333333334
Al Horford,GSW,0.4725274725274725,0.2989010989010989,0.6538205980066445,0.7283863130188297,0.34668139556292,0.6527777777777779
De'Aaron Fox,SAS,0.5494505494505495,0.6021978021978023,0.34418604651162793,0.7530876695687386,0.651976374375284,0.5555555555555556
Cam Spencer,MEM,0.5604395604395604,0.32527472527472523,0.41661129568106314,0.2963150435310792,0.13454846727423364,0.5416666666666667
Joan Beringer,MIN,0.5164835164835165,,,,,0.5972222222222222
Dwight Powell,DAL,0.5054945054945055,0.16043956043956042,0.38073089700996676,0.6666329216440574,0.10825738746202707,0.611111111111111
Jalen Brunson,NYK,0.7472527472527473,0.6351648351648351,0.4870431893687708,0.7901397043936019,0.6709578739404753,0.29166666666666663
Daniel Gafford,DAL,0.4835164835164836,0.4087912087912088,0.4132890365448505,0.6913342781939664,0.41647892168975326,0.6250000000000001
Rui Hachimura,LAL,0.5054945054945055,0.34285714285714286,0.4950166112956811,0.7160356347438753,0.3849952489947996,0.5972222222222222
Mouhamed Gueye,ATL,0.4285714285714286,0.34065934065934067,0.4478405315614618,0.39501923466288724,0.23959562484831748,0.6944444444444445
Jaylen Wells,MEM,0.6373626373626373,0.34285714285714286,0.5136212624584717,0.9629479651751367,0.2958480593164347,0.4305555555555555
Myles Turner,MIL,0.5274725274725275,0.4549450549450549,0.5242524916943522,0.8764932172504555,0.4771165117064041,0.5555555555555556
Coby White,CHI,0.6153846153846154,0.5208791208791208,0.2963455149501661,0.9011945738003644,0.5277025161035104,0.4444444444444445
Cason Wallace,OKC,0.38461538461538464,0.2725274725274725,0.6352159468438539,0.8271917392184653,0.3030524554477963,0.7361111111111112
Austin Reaves,LAL,0.6043956043956045,0.5054945054945055,0.5196013289036545,0.88884389552541,0.5696224080988752,0.45833333333333337
Sandro Mamukelashvili,TOR,0.46153846153846156,0.443956043956044,0.37142857142857144,0.7407369912937842,0.20060575604058295,0.638888888888889
Obi Toppin,IND,0.6373626373626373,0.4197802197802198,0.3388704318936877,0.9629479651751367,0.3144456213578318,0.4166666666666667
Scottie Barnes,TOR,0.4175824175824176,0.5758241758241758,0.3036544850498339,0.7901397043936019,0.6257514923629256,0.6944444444444445
Chris Boucher,BOS,0.5604395604395604,0.45714285714285713,0.39335548172757473,0.6049807653371128,0.3011875172604253,0.513888888888889
Damian Lillard,MIL,0.4725274725274725,0.5912087912087912,0.42524916943521596,0.7036849564689209,0.6822748526316793,0.611111111111111
Jaime Jaquez Jr.,MIA,0.4835164835164836,0.42637362637362636,0.28903654485049834,0.8024903826685563,0.2937828994167022,0.5972222222222222
Brandon Miller,CHA,0.5054945054945055,0.5934065934065934,0.30764119601328904,0.3210164000809881,0.5513107694825452,0.5694444444444444
John Collins,LAC,0.5274725274725275,0.5142857142857143,0.37940199335548175,0.48147398258756835,0.5514360673847003,0.5416666666666667
Anthony Edwards,MIN,0.6043956043956045,0.6747252747252747,0.5833887043189369,0.9629479651751367,0.7045050146997647,0.4444444444444445
Ivica Zubac,LAC,0.39560439560439564,0.421978021978022,0.7315614617940199,0.9752986434500911,0.6239298536315935,0.7083333333333334
Paul George,PHI,0.4175824175824176,0.512087912087912,0.33488372093023255,0.4938246608625228,0.49555102013323366,0.6805555555555557
Naji Marshall,DAL,0.4505494505494505,0.432967032967033,0.29900332225913623,0.8395424174934197,0.39756012631629506,0.638888888888889
Gui Santos,GSW,0.4065934065934066,0.27692307692307694,0.49966777408637875,0.678983599919012,0.16293841480254073,0.6944444444444445
Elijah Harkless,UTA,0.4505494505494505,0.26373626373626374,0.4106312292358804,0.11115610447458998,0.13338856669428337,0.638888888888889
David Jones Garcia,SAS,0.5054945054945055,,,,,0.5694444444444444
Ausar Thompson,DET,0.4065934065934066,0.4065934065934066,0.4345514950166113,0.7160356347438753,0.35681687332369094,0.6805555555555557
Saddiq Bey,NOP,0.6593406593406593,,,,,0.3611111111111111
Julius Randle,MIN,0.5714285714285715,0.5406593406593406,0.5003322259136213,0.8395424174934197,0.5505325216430724,0.47222222222222227
Brandon Ingram,TOR,0.4835164835164836,0.6703296703296703,0.30498338870431896,0.20986029560639805,0.5917640921783424,0.5833333333333334
Jaden McDaniels,MIN,0.43956043956043955,0.3516483516483516,0.5043189368770764,1.0,0.4059652029826015,0.638888888888889
Isaiah Joe,OKC,0.5054945054945055,0.3648351648351648,0.7554817275747508,0.9011945738003644,0.284750367600409,0.5555555555555556
Bogdan Bogdanović,LAC,0.46153846153846156,0.40219780219780216,0.4604651162790698,0.654282243369103,0.31002280933239235,0.611111111111111
Jordan Walsh,BOS,0.5604395604395604,0.24175824175824176,0.40664451827242526,0.6295808868191941,0.06543028912540097,0.48611111111111116
Yuki Kawamura,MEM,0.5054945054945055,0.36703296703296706,0.4079734219269103,0.2592630087062158,0.0562376038763777,0.5555555555555556
Mitchell Robinson,NYK,0.4725274725274725,0.23956043956043954,0.4053156146179402,0.19750961733144362,0.2558604220478581,0.5833333333333334
Immanuel Quickley,TOR,0.4725274725274725,0.5406593406593406,0.36411960132890364,0.39501923466288724,0.4926648422920171,0.5833333333333334
Draymond Green,GSW,0.29670329670329676,0.34505494505494505,0.5727574750830565,0.8271917392184653,0.39942654775248954,0.8055555555555556
Desmond Bane,ORL,0.5274725274725275,0.4989010989010989,0.4850498338870432,0.8395424174934197,0.5751874131975714,0.513888888888889
Toumani Camara,POR,0.4065934065934066,0.3142857142857142,0.3142857142857143,0.9505972869001823,0.38762489466714817,0.6666666666666667
Tobias Harris,DET,0.39560439560439564,0.3802197802197802,0.5142857142857142,0.88884389552541,0.4348303087393553,0.6805555555555557
Jaylen Brown,BOS,0.6043956043956045,0.6197802197802197,0.6571428571428571,0.765438347843693,0.6081806744607076,0.4166666666666667
Jabari Smith Jr.,HOU,0.4505494505494505,0.3516483516483516,0.5561461794019934,0.6913342781939664,0.39409487541001087,0.611111111111111
James Harden,LAC,0.6043956043956045,0.6285714285714284,0.6186046511627907,0.9629479651751367,0.6795451288021003,0.4166666666666667
Anthony Davis,DAL,0.4065934065934066,0.6615384615384615,0.40664451827242526,0.6173314436120673,0.7914615722013743,0.6666666666666667
Jordan McLaughlin,SAS,0.4505494505494505,0.2945054945054945,0.42790697674418604,0.5555780522372951,0.07564568999675804,0.611111111111111
Daishen Nix,MIN,0.4945054945054945,0.38681318681318677,0.39601328903654487,0.024701356549908893,0.025775568443339777,0.5555555555555556
Donovan Clingan,POR,0.4285714285714286,0.2967032967032967,0.38870431893687707,0.8148410609435107,0.3208481206230653,0.638888888888889
Harrison Ingram,SAS,0.4945054945054945,0.13186813186813187,0.40996677740863785,0.04940271309981777,0.0695940347970174,0.5555555555555556
Day'Ron Sharpe,BKN,0.3626373626373626,0.4087912087912088,0.4325581395348837,0.6049807653371128,0.32399889533278103,0.7222222222222222
Isaac Okoro,CHI,0.5054945054945055,0.2725274725274725,0.5581395348837209,0.6666329216440574,0.19683161356732193,0.5277777777777778
Jalen Duren,DET,0.5604395604395604,0.35384615384615387,0.413953488372093,0.9505972869001823,0.48106133027425485,0.45833333333333337
Zion Williamson,NOP,0.5384615384615385,0.7142857142857143,0.36212624584717606,0.35806843490585144,0.699806683236675,0.48611111111111116
Ja Morant,MEM,0.4065934065934066,0.6857142857142857,0.5401993355481728,0.6049807653371128,0.6247997790665563,0.6527777777777779
Aaron Nesmith,IND,0.5164835164835165,0.3758241758241758,0.521594684385382,0.5432273739623406,0.3385191322225291,0.5
Malik Beasley,DET,0.4065934065934066,0.4725274725274725,0.506312292358804,1.0,0.3970066212675383,0.638888888888889
Bam Adebayo,MIA,0.4175824175824176,0.5098901098901099,0.4079734219269103,0.9505972869001823,0.6161352225975258,0.6250000000000001
Josh Okogie,HOU,0.4285714285714286,0.4065934065934066,0.3813953488372093,0.48147398258756835,0.2247307373653687,0.611111111111111
Lamar Stevens,MEM,0.3626373626373626,0.4615384615384615,0.4345514950166113,0.19750961733144362,0.13418457689621005,0.6805555555555557
Quenton Jackson,IND,0.3626373626373626,0.36703296703296706,0.3893687707641196,0.3333670783559425,0.18572217619442144,0.6805555555555557
Caris LeVert,DET,0.4175824175824176,0.4197802197802198,0.5614617940199336,0.7777890261186474,0.3648853907760287,0.611111111111111
Jrue Holiday,POR,0.3406593406593406,0.34285714285714286,0.6152823920265781,0.7530876695687386,0.37603228479033596,0.7083333333333334
Kevin Huerter,CHI,0.4725274725274725,0.3758241758241758,0.4591362126245847,0.8395424174934197,0.29810005243166876,0.5416666666666667
Nikola Jović,MIA,0.38461538461538464,0.39120879120879115,0.3767441860465116,0.5555780522372951,0.3345220513189967,0.6527777777777779
Jared Rhoden,TOR,0.5054945054945055,0.40219780219780216,0.4325581395348837,0.16045758250658027,0.24716929025131182,0.5
Walker Kessler,UTA,0.4065934065934066,0.2923076923076923,0.17142857142857143,0.7036849564689209,0.5109562037539639,0.6250000000000001
Wendell Carter Jr.,ORL,0.3516483516483517,0.34945054945054943,0.3813953488372093,0.8271917392184653,0.35820459086700135,0.6805555555555557
Mikal Bridges,NYK,0.37362637362637363,0.421978021978022,0.6119601328903654,1.0,0.47032554004081883,0.6527777777777779
Marvin Bagley III,WAS,0.4505494505494505,0.43956043956043955,0.3833887043189369,0.37031787811297834,0.14717018111197228,0.5555555555555556
Nickeil Alexander-Walker,ATL,0.4505494505494505,0.34065934065934067,0.5694352159468439,1.0,0.2937471793939149,0.5555555555555556
De'Andre Hunter,CLE,0.5714285714285715,0.4857142857142857,0.4485049833887043,0.7777890261186474,0.4286195111847556,0.4027777777777778
Julian Phillips,CHI,0.4175824175824176,0.27692307692307694,0.40996677740863785,0.9629479651751367,0.14804638204006865,0.5972222222222222
Pelle Larsson,MIA,0.4725274725274725,0.30989010989010984,0.3966777408637874,0.6666329216440574,0.1486781652481735,0.5277777777777778
Jamal Shead,TOR,0.43956043956043955,0.3934065934065934,0.2345514950166113,0.9135452520753188,0.23584645125655895,0.5694444444444444
Jaylon Tyson,CLE,0.4725274725274725,0.36043956043956044,0.38870431893687707,0.5679287305122495,0.12215974193093479,0.5277777777777778
Svi Mykhailiuk,UTA,0.4945054945054945,0.4351648351648352,0.3196013289036545,0.4567726260376595,0.24113722583177083,0.5
Sion James,CHA,0.4065934065934066,,,,,0.611111111111111
Kevin Love,UTA,0.5934065934065935,0.5054945054945055,0.373421926910299,0.2716136869811703,0.2042433629912467,0.375
Tyler Herro,MIA,0.5384615384615385,0.5956043956043956,0.4558139534883721,0.9382466086252278,0.6404559262885692,0.4305555555555555
Moses Moody,GSW,0.3626373626373626,0.37362637362637363,0.4777408637873754,0.9011945738003644,0.2729946184792912,0.6527777777777779
Jusuf Nurkić,UTA,0.31868131868131866,0.443956043956044,0.26777408637873756,0.6173314436120673,0.35744648591278544,0.7083333333333334
T.J. McConnell,IND,0.4505494505494505,0.4967032967032967,0.35282392026578074,0.9629479651751367,0.3080832975015643,0.5416666666666667
RJ Barrett,TOR,0.5384615384615385,0.6175824175824176,0.29767441860465116,0.7036849564689209,0.5999485758363569,0.4305555555555555
Patrick Baldwin Jr.,LAC,0.43956043956043955,0.33186813186813185,0.40930232558139534,0.28396436525612473,0.0652444076222038,0.5555555555555556
Lonzo Ball,CLE,0.29670329670329676,0.33406593406593404,0.4564784053156146,0.4197205912127961,0.2888704777685723,0.7361111111111112
Liam McNeeley,CHA,0.4175824175824176,,,,,0.5833333333333334
Josh Hart,NYK,0.46153846153846156,0.33186813186813185,0.5249169435215947,0.9382466086252278,0.5596143707162763,0.5277777777777778
Danté Exum,DAL,0.4285714285714286,0.42417582417582417,0.3581395348837209,0.23456165215630695,0.24744545705606188,0.5694444444444444
Adama Sanogo,CHI,0.46153846153846156,0.31868131868131866,0.3867109634551495,0.037052034824863335,0.06766086716376692,0.5277777777777778
Kam Jones,IND,0.46153846153846156,,,,,0.5277777777777778
Keon Ellis,SAC,0.38461538461538464,0.2747252747252747,0.4325581395348837,0.9752986434500911,0.2684686550676609,0.6250000000000001
Jalen Pickett,DEN,0.3626373626373626,0.2857142857142857,0.4245847176079734,0.5926300870621584,0.1491300745650373,0.638888888888889
Nicolas Batum,LAC,0.39560439560439564,0.1912087912087912,0.49102990033222593,0.9505972869001823,0.16580630085186837,0.5972222222222222
David Duke Jr.,SAS,0.4505494505494505,0.4549450549450549,0.40863787375415284,0.061753391374772225,0.07732670533001933,0.5277777777777778
Alex Reese,PHI,0.4725274725274725,0.2703296703296703,0.4026578073089701,0.17280826078153472,0.18171775752554545,0.5
Isaiah Crawford,HOU,0.43956043956043955,0.2681318681318681,0.4053156146179402,0.17280826078153472,0.030930682132007736,0.5416666666666667
Devin Carter,SAC,0.39560439560439564,0.37142857142857144,0.4186046511627907,0.43207126948775054,0.1406916444198963,0.5972222222222222
Myron Gardner,MIA,0.39560439560439564,,,,,0.5972222222222222
Dylan Cardwell,SAC,0.39560439560439564,,,,,0.5972222222222222
N'Faly Dante,ATL,0.46153846153846156,0.2923076923076923,0.38272425249169434,0.037052034824863335,0.24647887323943662,0.513888888888889
Kevon Looney,NOP,0.38461538461538464,0.2747252747252747,0.4677740863787375,0.9258959303502734,0.2462245090771668,0.611111111111111
Michael Porter Jr.,BKN,0.5824175824175825,0.432967032967033,0.5661129568106312,0.9382466086252278,0.5239637468303583,0.3611111111111111
Jonathan Isaac,ORL,0.2417582417582418,0.34065934065934067,0.3647840531561462,0.8642437740433286,0.22925734467562067,0.7916666666666666
Jared McCain,PHI,0.38461538461538464,0.5340659340659341,0.37209302325581395,0.2716136869811703,0.37486641931726766,0.611111111111111
Cam Christie,LAC,0.31868131868131866,0.421978021978022,0.3833887043189369,0.1481069042316258,0.0594820810230918,0.6944444444444445
Bones Hyland,MIN,0.3516483516483517,0.6021978021978023,0.36943521594684386,0.28396436525612473,0.16351376231243672,0.638888888888889
Trae Young,ATL,0.6703296703296703,0.6263736263736263,0.412624584717608,0.9258959303502734,0.6880550589398102,0.2361111111111111
Kevin Knox II,GSW,0.4725274725274725,0.443956043956044,0.38803986710963456,0.16045758250658027,0.09665838166252416,0.48611111111111116
Terry Taylor,SAC,0.39560439560439564,0.14725274725274726,0.39601328903654487,0.024701356549908893,0.01933167633250483,0.5833333333333334
Malcolm Brogdon,WAS,0.43956043956043955,0.5076923076923077,0.3096345514950166,0.28396436525612473,0.38180060756697043,0.5277777777777778
Tre Jones,CHI,0.43956043956043955,0.2989010989010989,0.36943521594684386,0.5555780522372951,0.2731649916549596,0.5277777777777778
Cole Swider,TOR,0.4175824175824176,0.34065934065934067,0.42591362126245846,0.11115610447458998,0.17591825462579397,0.5555555555555556
Josh Minott,BOS,0.4285714285714286,0.3516483516483516,0.37940199335548175,0.5555780522372951,0.08405076666306449,0.5416666666666667
Jazian Gortman,DAL,0.4285714285714286,0.42857142857142855,0.3973421926910299,0.1851589390564892,0.03987158243579122,0.5416666666666667
Asa Newell,ATL,0.43956043956043955,,,,,0.5277777777777778
Isaiah Stewart,DET,0.37362637362637363,0.26593406593406593,0.39601328903654487,0.8764932172504555,0.2733284237012489,0.611111111111111
Joe Ingles,MIN,0.4835164835164836,0.24835164835164836,0.39136212624584715,0.22221097388135252,0.04273317926132648,0.47222222222222227
Leonard Miller,MIN,0.4065934065934066,0.5252747252747252,0.38205980066445183,0.1481069042316258,0.04758566481847344,0.5694444444444444
Oscar Tshiebwe,UTA,0.46153846153846156,0.31648351648351647,0.38272425249169434,0.16045758250658027,0.3341618337475835,0.5
Tyler Smith,MIL,0.4065934065934066,0.4505494505494505,0.3953488372093023,0.2716136869811703,0.07984822832991126,0.5694444444444444
Egor Dëmin,BKN,0.3406593406593406,,,,,0.6527777777777779
